,[job_title],[location],[company],[senior_level]
6227,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6228,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6229,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
6230,Sr Data Scientist,Grainger,"Chicago, IL 60603 (Loop area)",yes
6231,Senior Data Scientist,"Axtria, Inc.","Berkeley Heights, NJ",yes
6232,Director of Data Science Initiative (new posting),Atlanta University Center Consortium,United States,yes
6233,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6234,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6235,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6236,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6237,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6238,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6239,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6240,IT Data Scientist,Qualcomm,United States,yes
6241,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6242,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6243,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6244,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6245,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6246,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6247,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6248,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6249,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6250,"VP, Data Science",HBO Max,"New York, NY",yes
6251,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6252,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6253,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6254,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6255,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6256,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6257,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6258,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6259,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6260,"VP, Data Science",HBO Max,"New York, NY",yes
6261,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6262,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6263,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6264,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6265,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6266,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6267,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6268,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6269,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6270,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6271,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6272,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6273,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6274,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6275,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6276,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6277,"VP, Data Science",HBO Max,"New York, NY",yes
6278,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6279,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6280,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
6281,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6282,Head of Data Science,BioTrillion,"San Francisco, CA",yes
6283,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6284,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6285,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6286,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6287,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6288,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6289,"VP, Data Science",HBO Max,"New York, NY",yes
6290,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6291,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6292,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6293,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6294,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6295,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6296,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6297,"VP, Data Science",HBO Max,"New York, NY",yes
6298,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6299,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6300,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6301,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
6302,VP of Data Science,Kar Global,"Chicago, IL",yes
6303,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6304,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6305,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6306,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6307,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6308,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6309,"VP, Data Science",HBO Max,"New York, NY",yes
6310,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6311,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6312,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6313,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6314,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6315,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6316,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6317,"VP, Data Science",HBO Max,"New York, NY",yes
6318,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6319,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6320,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
6321,VP of Data Science,Kar Global,"Chicago, IL",yes
6322,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6323,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6324,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6325,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6326,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6327,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6328,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6329,"VP, Data Science",HBO Max,"New York, NY",yes
6330,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6331,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
6332,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6333,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6334,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6335,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6336,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6337,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6338,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6339,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6340,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6341,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6342,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6343,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6344,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6345,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6346,"VP, Data Science",HBO Max,"New York, NY",yes
6347,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6348,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6349,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6350,"VP, Analytics & Data Science",Charles Schwab,"Austin, TX",yes
6351,VP of Data Science,Kar Global,"Chicago, IL",yes
6352,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6353,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6354,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6355,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6356,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6357,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6358,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6359,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6360,Lead Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",yes
6361,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6362,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6363,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6364,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6365,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6366,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6367,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6368,"VP, Data Science",HBO Max,"New York, NY",yes
6369,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6370,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6371,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6372,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6373,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6374,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6375,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6376,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6377,Director Data Science,LexisNexis SA,"Alpharetta, GA",yes
6378,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6379,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6380,"SENIOR DATA ENGINEER, #10586",InspiHER Tech,"Chicago, IL",yes
6381,Senior Data Scientist,1 Point System,"Atlanta, GA",yes
6382,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6383,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6384,"Sr. Manager, Associate Data Science",Barrington James,"Boston, MA",yes
6385,Senior Analyst - Data Science Surveys Enabling Technologies,Abt Associates,"Durham, NC",yes
6386,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6387,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6388,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6389,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6390,Director of Data Science Experience,DataRobot,"Boston, MA",yes
6391,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6392,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6393,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6394,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6395,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6396,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6397,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6398,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6399,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6400,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6401,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6402,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6403,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6404,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6405,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6406,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6407,Sr. Data Scientist,Tuft & Needle,Remote,yes
6408,Sr. Data Scientist - Batteries,Apple,"Santa Clara Valley, CA 95014",yes
6409,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6410,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6411,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6412,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6413,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6414,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6415,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6416,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6417,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6418,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
6419,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
6420,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6421,IT Data Scientist,Qualcomm,United States,yes
6422,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6423,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6424,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6425,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6426,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6427,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6428,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6429,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6430,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6431,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6432,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6433,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6434,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6435,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6436,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6437,Head of Data Science,BioTrillion,"San Francisco, CA",yes
6438,"VP, Data Science",HBO Max,"New York, NY",yes
6439,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
6440,Jr. Data Scientist,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",yes
6441,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6442,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6443,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6444,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6445,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6446,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6447,Sr. Data Scientist,Tuft & Needle,Remote,yes
6448,Sr. Data Scientist - Batteries,Apple,"Santa Clara Valley, CA 95014",yes
6449,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6450,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6451,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6452,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6453,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6454,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6455,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6456,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6457,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6458,IT Data Scientist,Qualcomm,United States,yes
6459,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6460,"Machine Learning /Artificial Intelligence - Product Analyst - Columbus, OH",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",yes
6461,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6462,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6463,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6464,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6465,Data Science Engineer,Apple,"Austin, TX 78758 (North Austin area)",yes
6466,Sr. Data Scientist,Divish LLC,"Salt Lake City, UT",yes
6467,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6468,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6469,Data Scientist,National Security Agency,"Fort Meade, MD 20755",yes
6470,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6471,Data Scientist II,Bank of America,"Charlotte, NC 28255 (Wilmore area)",yes
6472,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6473,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6474,IT Data Scientist,Qualcomm,United States,yes
6475,Sr. Data Scientist,Microagility,"Columbus, OH",yes
6476,Data Science Lead,Spark Therapeutics,"Philadelphia, PA 19104 (Belmont area)",yes
6477,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6478,Sr. Data Scientist for the VA Medical (EHRM) Program,Sean E. Merryman Placements,"Washington, DC",yes
6479,Senior Data Scientist,Cigna,United States,yes
6480,Data Scientist/Engineer,IT Synergy,"Lewis Center, OH",yes
6481,Senior Data Scientist,"Analytical Mechanics Associates, Inc.",United States,yes
6482,SR Data Scientist,Little Caesars,"Detroit, MI",yes
6483,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
6484,Data Science Senior Analyst,Toyota,"Plano, TX 75023",yes
6485,Senior Director - Data Science (NSRL),Nike,"Portland, OR 97218 (Cully area)",yes
6486,VP of Data Science,Piper Companies,"Arlington, VA 22201",yes
6487,"VP, Data Science",HBO Max,"New York, NY",yes
6488,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6489,"Director, Analytics & Data Science",Microsoft,"Redmond, WA",yes
6490,Data Scientist,Alaska Airlines,"Seattle, WA 98194 (Downtown area)",yes
6491,Senior Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA",yes
6492,Sr Data Scientist,Progrexion,"Salt Lake City, UT",yes
6493,Sr. Data Engineer,Gravity Technology Solutions,"Austin, TX",yes
6494,Sr Data Scientist,Progrexion Holdings Inc,"Salt Lake City, UT",yes
6495,Sr. Data Engineer,Headwaytek,"Concord, CA",yes
6496,Senior Data Scientist - eCommerce,Walmart,"Sunnyvale, CA 94086",yes
6497,Data Engineer,HCA Healthcare,"Austin, TX 78701 (Downtown area)",yes
6498,Data Science Instructor - D & I,Elder Research Inc,"Chantilly, VA 20151",yes
