,[job_title],[location],[company],[mid_level]
385,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
386,Data Scientist or Associate Data Scientist,Metropolitan Council,"Minneapolis, MN 55405 (Bryn Mawr area)",yes
387,"Data Scientist, Analytics",Facebook,"New York, NY 10017 (Midtown area)",yes
388,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
389,Data Scientist,DTE Energy,"Detroit, MI",yes
390,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
391,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
392,Data Scientist,Dow Technologies and Systems,"United, PA",yes
393,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
394,Data Scientist - Data Analytics,FCA,"Auburn Hills, MI 48326",yes
395,Data Science and Analytics Specialist,"Chesterfield County, VA","Chesterfield, VA",yes
396,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
397,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
398,Data Scientist,DTE Energy,"Detroit, MI",yes
399,Data Scientist,Dow Technologies and Systems,"United, PA",yes
400,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
401,Data Scientist,Best Buy,"Richfield, MN 55423",yes
402,Data Science Associate,McKesson,"Atlanta, GA 30329",yes
403,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
404,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
405,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
406,Data Scientist,Social Science Research Solutions (SSRS),"Glen Mills, PA",yes
407,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
408,Data Scientist,Dow Technologies and Systems,"United, PA",yes
409,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
410,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
411,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
412,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
413,Data Science Analyst,Domino's,"Ann Arbor, MI 48106",yes
414,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
415,Data Science- Support Engineer,Ericsson,"Plano, TX",yes
416,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
417,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
418,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
419,Data Scientist,Dow Technologies and Systems,"United, PA",yes
420,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
421,Data Scientist,Imprimis Group,"Dallas, TX 75202 (City Center District area)",yes
422,"Assistant Director/Director I, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
423,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
424,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
425,"Associate, Data Science",JP Morgan Chase,"Lewisville, TX 75067",yes
426,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
427,Data Scientist,DTE Energy,"Detroit, MI",yes
428,"Data Scientist, Content Platform",Spotify,"New York, NY 10011 (Chelsea area)",yes
429,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
430,Data Science Associate,McKesson,"Atlanta, GA 30329",yes
431,"Product Analyst, Data Science",Google,"New York, NY 10011 (Chelsea area)",yes
432,Data Scientist or Associate Data Scientist,Metropolitan Council,"Minneapolis, MN 55405 (Bryn Mawr area)",yes
433,"Data Scientist, Analytics",Facebook,"New York, NY 10017 (Midtown area)",yes
434,Data Scientist,Best Buy,"Richfield, MN 55423",yes
435,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
436,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
437,Data Scientist,DTE Energy,"Detroit, MI",yes
438,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
439,Data Science Associate,McKesson,"Atlanta, GA 30329",yes
440,Data Scientist,Best Buy,"Richfield, MN 55423",yes
441,"Data Scientist, Content Platform",Spotify,"New York, NY 10011 (Chelsea area)",yes
442,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
443,Data Scientist,Dow Technologies and Systems,"United, PA",yes
444,Data Scientist or Associate Data Scientist,Metropolitan Council,"Minneapolis, MN 55405 (Bryn Mawr area)",yes
445,"Product Analyst, Data Science",Google,"New York, NY 10011 (Chelsea area)",yes
446,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
447,Data Scientist,DTE Energy,"Detroit, MI",yes
448,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
449,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
450,Data Scientist,Dow Technologies and Systems,"United, PA",yes
451,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
452,"Assistant Director/Director I, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
453,Data Scientist,Imprimis Group,"Dallas, TX 75202 (City Center District area)",yes
454,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
455,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
456,Data Scientist,DTE Energy,"Detroit, MI",yes
457,Data Scientist,Dow Technologies and Systems,"United, PA",yes
458,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
459,Data Scientist,Best Buy,"Richfield, MN 55423",yes
460,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
461,Data Scientist,Ameritas,"Cincinnati, OH 45240",yes
462,Data Scientist or Associate Data Scientist,Metropolitan Council,"Minneapolis, MN 55405 (Bryn Mawr area)",yes
463,"Data Scientist, Content Platform",Spotify,"New York, NY 10011 (Chelsea area)",yes
464,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
465,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
466,Data Scientist,Dow Technologies and Systems,"United, PA",yes
467,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
468,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
469,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
470,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
471,Data Science- Support Engineer,Ericsson,"Plano, TX",yes
472,"Associate Director, Commercial Data Science",Barrington James,"Boston, MA",yes
473,Data Engineer,Waterstone Mortgage,"Pewaukee, WI",yes
474,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
475,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
476,Data Scientist,DTE Energy,"Detroit, MI",yes
477,Data Scientist,Dow Technologies and Systems,"United, PA",yes
478,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
479,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
480,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
481,"Applied Data Scientist- Arlington, VA",Nestle USA,"Arlington, VA 22201",yes
482,Data Scientist,Ameritas,"Cincinnati, OH 45240",yes
483,Data Scientist,Social Science Research Solutions (SSRS),"Glen Mills, PA",yes
484,Data Scientist,Best Buy,"Richfield, MN 55423",yes
485,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
486,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
487,Data Scientist,Dow Technologies and Systems,"United, PA",yes
488,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
489,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
490,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
491,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
492,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
493,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
494,Data Scientist,Imprimis Group,"Dallas, TX 75202 (City Center District area)",yes
495,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
496,Data Scientist,Dow Technologies and Systems,"United, PA",yes
497,Data Scientist,DTE Energy,"Detroit, MI",yes
498,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
499,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
500,Data Engineer,FutureSoft IT,"Detroit, MI",yes
501,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
502,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
503,Data Analytics Scientist,Theoris,"Bradley, IL",yes
504,Intermediate Data Science Analyst,Gateway,"Indianapolis, IN 46204",yes
505,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
506,Data Scientist,DTE Energy,"Detroit, MI",yes
507,Data Scientist,Dow Technologies and Systems,"United, PA",yes
508,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
509,Data Scientist,Best Buy,"Richfield, MN 55423",yes
510,Data Science Associate,McKesson,"Atlanta, GA 30329",yes
511,Data Science Manager,Domino's,"Ann Arbor, MI 48106",yes
512,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
513,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
514,Data Scientist,Social Science Research Solutions (SSRS),"Glen Mills, PA",yes
515,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
516,Data Scientist,Dow Technologies and Systems,"United, PA",yes
517,Data Scientist,DTE Energy,"Detroit, MI",yes
518,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
519,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
520,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
521,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
522,Data Engineer,FutureSoft IT,"Detroit, MI",yes
523,Data Analytics Scientist,Theoris,"Bradley, IL",yes
524,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
525,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
526,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
527,Data Scientist,Dow Technologies and Systems,"United, PA",yes
528,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
529,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
530,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
531,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
532,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
533,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
534,Data Scientist,Imprimis Group,"Dallas, TX 75202 (City Center District area)",yes
535,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
536,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
537,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
538,Data Scientist,Dow Technologies and Systems,"United, PA",yes
539,Entry Level Data Scientist,Numero Data LLC,"Herndon, VA",yes
540,Data Scientist,Imprimis Group,"Dallas, TX 75202 (City Center District area)",yes
541,"Assistant Director/Director I, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
542,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
543,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
544,"Associate, Data Science",JP Morgan Chase,"Lewisville, TX 75067",yes
545,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
546,Data Scientist,Dow Technologies and Systems,"United, PA",yes
547,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
548,Data Science Analyst,Domino's,"Ann Arbor, MI 48106",yes
549,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
550,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
551,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
552,Data Science- Support Engineer,Ericsson,"Plano, TX",yes
553,Intermediate Data Science Analyst,Gateway,"Indianapolis, IN 46204",yes
554,Data Scientist,Bainom Inc.,"San Francisco, CA",yes
555,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
556,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
557,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
558,Data Scientist,Dow Technologies and Systems,"United, PA",yes
559,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
560,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
561,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
562,Data Scientist,DTE Energy,"Detroit, MI",yes
563,Data Science Analyst,Domino's,"Ann Arbor, MI 48106",yes
564,Data Scientist - Data Analytics,FCA,"Auburn Hills, MI 48326",yes
565,Data Scientist,Dow Technologies and Systems,"United, PA",yes
566,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
567,Data Scientist,Best Buy,"Richfield, MN 55423",yes
568,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
569,Data Scientist,Ameritas,"Cincinnati, OH 45240",yes
570,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
571,Data Analytics Scientist,Theoris,"Bradley, IL",yes
572,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
573,Data Scientist,"Amazon Web Services, Inc.","Herndon, VA",yes
574,Data Scientist III,LexisNexis SA,"Raleigh, NC",yes
575,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
576,Data Scientist,Dow Technologies and Systems,"United, PA",yes
577,Data Scientist,DTE Energy,"Detroit, MI",yes
578,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
579,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
580,Data Engineer,FutureSoft IT,"Detroit, MI",yes
581,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC 20009 (U Street Corridor area)",yes
582,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
583,Data Analytics Scientist,Theoris,"Bradley, IL",yes
584,Intermediate Data Science Analyst,Gateway,"Indianapolis, IN 46204",yes
585,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
586,Data Scientist,DTE Energy,"Detroit, MI",yes
587,Data Scientist,Dow Technologies and Systems,"United, PA",yes
588,Data Scientist,Ameritas,"Cincinnati, OH 45240",yes
589,Data Scientist,Social Science Research Solutions (SSRS),"Glen Mills, PA",yes
590,Democratization Data Scientist,Ford Motor Company,"Dearborn, MI 48126",yes
591,Data Analytics Scientist,Theoris,"Bradley, IL",yes
592,"Applied Data Scientist- Arlington, VA",Nestle USA,"Arlington, VA 22201",yes
593,Data Scientist III,LexisNexis SA,"Raleigh, NC",yes
594,Data Scientist,Best Buy,"Richfield, MN 55423",yes
595,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
596,Data Scientist,DTE Energy,"Detroit, MI",yes
597,"Analyst I/II, Data Science",Liberty Mutual Insurance,"Boston, MA 02101",yes
598,Data Scientist - Data Analytics,FCA,"Auburn Hills, MI 48326",yes
599,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
600,Data Science Intern,"Bertelsmann, Inc.","New York, NY 10019 (Midtown area)",yes
601,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
602,"Associate, Data Science",JP Morgan Chase,"Lewisville, TX 75067",yes
603,"Data Scientist, Analytics",Facebook,"New York, NY 10017 (Midtown area)",yes
604,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
605,Data Scientist,Ford Motor Company,"Dearborn, MI",yes
606,Data Scientist,Dow Technologies and Systems,"United, PA",yes
607,Data Scientist 10774 (NO C2C),Production Modeling Corporation,"Auburn Hills, MI",yes
608,Data Scientist / Machine Learning Specialist,University of Michigan,"Ann Arbor, MI 48109",yes
609,Data Scientist,DTE Energy,"Detroit, MI",yes
610,Data Science- Support Engineer,Ericsson,"Plano, TX",yes
611,Data Scientist,AQUASIGHT LLC,"Troy, MI 48084",yes
612,Data Science Analyst,Domino's,"Ann Arbor, MI 48106",yes
613,"Associate Director, Commercial Data Science",Barrington James,"Boston, MA",yes
614,Data Scientist,"Computer Enterprises, Inc. (CEI)","Pittsburgh, PA",yes
